EventID	JourneyID	AutoID	engine_speed	vehicle_speed	road_speed_limit	transmission_gear_position	beam_status	latitude	longitude	timastamp
83	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192394	157.459428	2018-05-12 22:23:01.033
84	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192425	157.459458	2018-05-12 22:23:11.033
85	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192412	157.459556	2018-05-12 22:23:21.033
86	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192335	157.459646	2018-05-12 22:23:31.033
87	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192256	157.459643	2018-05-12 22:23:41.033
88	F3238A83-8F68-4D2E-845B-7461D8277057	1	3058	52	70	5	1	50.192192	157.459684	2018-05-12 22:23:51.033
89	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192133	157.459616	2018-05-12 22:24:01.033
90	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192162	157.459575	2018-05-12 22:24:11.033
91	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192185	157.459532	2018-05-12 22:24:21.033
92	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192175	157.459566	2018-05-12 22:24:31.033
93	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192224	157.459608	2018-05-12 22:24:41.033
94	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192323	157.459588	2018-05-12 22:24:51.033
95	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192285	157.459639	2018-05-12 22:25:01.033
96	F3238A83-8F68-4D2E-845B-7461D8277057	1	3463	53	70	4	1	50.192351	157.459551	2018-05-12 22:25:11.033
97	F3238A83-8F68-4D2E-845B-7461D8277057	1	3234	55	70	5	1	50.192367	157.459599	2018-05-12 22:25:21.033
98	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192408	157.459525	2018-05-12 22:25:31.033
99	F3238A83-8F68-4D2E-845B-7461D8277057	1	3593	55	70	4	1	50.192315	157.459576	2018-05-12 22:25:41.033
100	F3238A83-8F68-4D2E-845B-7461D8277057	1	3593	55	70	4	1	50.192323	157.459674	2018-05-12 22:25:51.033
101	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192319	157.459720	2018-05-12 22:26:01.033
102	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192301	157.459738	2018-05-12 22:26:11.033
103	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192209	157.459729	2018-05-12 22:26:21.033
104	F3238A83-8F68-4D2E-845B-7461D8277057	1	3659	56	70	4	1	50.192261	157.459668	2018-05-12 22:26:31.033
105	F3238A83-8F68-4D2E-845B-7461D8277057	1	3724	57	70	4	1	50.192292	157.459576	2018-05-12 22:26:41.033
106	F3238A83-8F68-4D2E-845B-7461D8277057	1	3593	55	70	4	1	50.192339	157.459551	2018-05-12 22:26:51.033
107	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192383	157.459572	2018-05-12 22:27:01.033
108	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192285	157.459519	2018-05-12 22:27:11.033
109	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192211	157.459607	2018-05-12 22:27:21.033
110	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192219	157.459570	2018-05-12 22:27:31.033
111	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192124	157.459548	2018-05-12 22:27:41.033
112	F3238A83-8F68-4D2E-845B-7461D8277057	1	3175	54	70	5	1	50.192209	157.459505	2018-05-12 22:27:51.033
113	F3238A83-8F68-4D2E-845B-7461D8277057	1	3293	56	70	5	1	50.192261	157.459413	2018-05-12 22:28:01.033
114	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192289	157.459417	2018-05-12 22:28:11.033
115	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192267	157.459372	2018-05-12 22:28:21.033
116	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192308	157.459328	2018-05-12 22:28:31.033
117	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192300	157.459253	2018-05-12 22:28:41.033
118	F3238A83-8F68-4D2E-845B-7461D8277057	1	3593	55	70	4	1	50.192297	157.459210	2018-05-12 22:28:51.033
119	F3238A83-8F68-4D2E-845B-7461D8277057	1	4756	52	70	3	1	50.192395	157.459231	2018-05-12 22:29:01.033
120	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192484	157.459258	2018-05-12 22:29:11.033
121	F3238A83-8F68-4D2E-845B-7461D8277057	1	3058	52	70	5	1	50.192506	157.459224	2018-05-12 22:29:21.033
122	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192580	157.459233	2018-05-12 22:29:31.033
123	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192488	157.459156	2018-05-12 22:29:41.033
124	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192491	157.459194	2018-05-12 22:29:51.033
125	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192428	157.459293	2018-05-12 22:30:01.033
126	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192404	157.459356	2018-05-12 22:30:11.033
127	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192333	157.459312	2018-05-12 22:30:21.033
128	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192335	157.459256	2018-05-12 22:30:31.033
129	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192410	157.459162	2018-05-12 22:30:41.033
130	F3238A83-8F68-4D2E-845B-7461D8277057	1	3528	54	70	4	1	50.192342	157.459238	2018-05-12 22:30:51.033
131	F3238A83-8F68-4D2E-845B-7461D8277057	1	3463	53	70	4	1	50.192294	157.459268	2018-05-12 22:31:01.033
132	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192227	157.459299	2018-05-12 22:31:11.033
133	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192189	157.459359	2018-05-12 22:31:21.033
134	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192212	157.459433	2018-05-12 22:31:31.033
135	F3238A83-8F68-4D2E-845B-7461D8277057	1	3463	53	70	4	1	50.192251	157.459362	2018-05-12 22:31:41.033
136	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192216	157.459345	2018-05-12 22:31:51.033
137	F3238A83-8F68-4D2E-845B-7461D8277057	1	3058	52	70	5	1	50.192206	157.459341	2018-05-12 22:32:01.033
138	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192169	157.459400	2018-05-12 22:32:11.033
139	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192136	157.459381	2018-05-12 22:32:21.033
140	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192081	157.459368	2018-05-12 22:32:31.033
141	F3238A83-8F68-4D2E-845B-7461D8277057	1	3463	53	70	4	1	50.192157	157.459327	2018-05-12 22:32:41.033
142	F3238A83-8F68-4D2E-845B-7461D8277057	1	3058	52	70	5	1	50.192154	157.459369	2018-05-12 22:32:51.033
143	F3238A83-8F68-4D2E-845B-7461D8277057	1	3397	52	70	4	1	50.192059	157.459428	2018-05-12 22:33:01.033
144	F3238A83-8F68-4D2E-845B-7461D8277057	1	5233	89	90	5	1	50.192051	157.459496	2018-05-12 22:33:11.033
145	F3238A83-8F68-4D2E-845B-7461D8277057	1	5292	90	90	5	1	50.192072	157.459557	2018-05-12 22:33:21.033
146	F3238A83-8F68-4D2E-845B-7461D8277057	1	5174	88	90	5	1	50.191997	157.459518	2018-05-12 22:33:31.033
147	F3238A83-8F68-4D2E-845B-7461D8277057	1	5174	88	90	5	1	50.192048	157.459543	2018-05-12 22:33:41.033
148	F3238A83-8F68-4D2E-845B-7461D8277057	1	5057	86	90	5	1	50.192138	157.459628	2018-05-12 22:33:51.033
149	F3238A83-8F68-4D2E-845B-7461D8277057	1	5057	86	90	5	1	50.192173	157.459586	2018-05-12 22:34:01.033
150	F3238A83-8F68-4D2E-845B-7461D8277057	1	4880	83	90	5	1	50.192085	157.459628	2018-05-12 22:34:11.033
151	F3238A83-8F68-4D2E-845B-7461D8277057	1	4763	81	90	5	1	50.192159	157.459707	2018-05-12 22:34:21.033
152	F3238A83-8F68-4D2E-845B-7461D8277057	1	4704	80	90	5	1	50.192199	157.459608	2018-05-12 22:34:31.033
153	F3238A83-8F68-4D2E-845B-7461D8277057	1	4822	82	90	5	1	50.192254	157.459667	2018-05-12 22:34:41.033
154	F3238A83-8F68-4D2E-845B-7461D8277057	1	4822	82	90	5	1	50.192349	157.459728	2018-05-12 22:34:51.033
155	F3238A83-8F68-4D2E-845B-7461D8277057	1	4880	83	90	5	1	50.192403	157.459772	2018-05-12 22:35:01.033
156	F3238A83-8F68-4D2E-845B-7461D8277057	1	4763	81	90	5	1	50.192332	157.459851	2018-05-12 22:35:11.033
157	F3238A83-8F68-4D2E-845B-7461D8277057	1	4704	80	90	5	1	50.192365	157.459892	2018-05-12 22:35:21.033
158	F3238A83-8F68-4D2E-845B-7461D8277057	1	4586	78	90	5	1	50.192354	157.459918	2018-05-12 22:35:31.033
159	F3238A83-8F68-4D2E-845B-7461D8277057	1	4528	77	90	5	1	50.192400	157.459874	2018-05-12 22:35:41.033
160	F3238A83-8F68-4D2E-845B-7461D8277057	1	4410	75	90	5	1	50.192413	157.459811	2018-05-12 22:35:51.033
161	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	90	5	1	50.192326	157.459762	2018-05-12 22:36:01.033
162	F3238A83-8F68-4D2E-845B-7461D8277057	1	4769	73	90	4	1	50.192392	157.459836	2018-05-12 22:36:11.033
163	F3238A83-8F68-4D2E-845B-7461D8277057	1	4410	75	90	5	1	50.192400	157.459833	2018-05-12 22:36:21.033
164	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	90	5	1	50.192495	157.459859	2018-05-12 22:36:31.033
165	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	90	5	1	50.192467	157.459815	2018-05-12 22:36:41.033
166	F3238A83-8F68-4D2E-845B-7461D8277057	1	4835	74	90	4	1	50.192390	157.459728	2018-05-12 22:36:51.033
167	F3238A83-8F68-4D2E-845B-7461D8277057	1	4639	71	90	4	1	50.192392	157.459677	2018-05-12 22:37:01.033
168	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192403	157.459678	2018-05-12 22:37:11.033
169	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192392	157.459743	2018-05-12 22:37:21.033
170	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192308	157.459836	2018-05-12 22:37:31.033
171	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192344	157.459869	2018-05-12 22:37:41.033
172	F3238A83-8F68-4D2E-845B-7461D8277057	1	6220	68	90	3	1	50.192300	157.459823	2018-05-12 22:37:51.033
173	F3238A83-8F68-4D2E-845B-7461D8277057	1	8232	70	90	2	1	50.192371	157.459837	2018-05-12 22:38:01.033
174	F3238A83-8F68-4D2E-845B-7461D8277057	1	4508	69	90	4	1	50.192295	157.459859	2018-05-12 22:38:11.033
175	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192300	157.459794	2018-05-12 22:38:21.033
176	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192357	157.459769	2018-05-12 22:38:31.033
177	F3238A83-8F68-4D2E-845B-7461D8277057	1	4508	69	90	4	1	50.192378	157.459833	2018-05-12 22:38:41.033
178	F3238A83-8F68-4D2E-845B-7461D8277057	1	4508	69	90	4	1	50.192450	157.459913	2018-05-12 22:38:51.033
179	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192545	157.459923	2018-05-12 22:39:01.033
180	F3238A83-8F68-4D2E-845B-7461D8277057	1	4508	69	90	4	1	50.192629	157.459852	2018-05-12 22:39:11.033
181	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192555	157.459904	2018-05-12 22:39:21.033
182	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192610	157.459951	2018-05-12 22:39:31.033
183	F3238A83-8F68-4D2E-845B-7461D8277057	1	3998	68	90	5	1	50.192693	157.459875	2018-05-12 22:39:41.033
184	F3238A83-8F68-4D2E-845B-7461D8277057	1	4508	69	90	4	1	50.192792	157.459918	2018-05-12 22:39:51.033
185	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192763	157.459834	2018-05-12 22:40:01.033
186	F3238A83-8F68-4D2E-845B-7461D8277057	1	6128	67	90	3	1	50.192859	157.459861	2018-05-12 22:40:11.033
187	F3238A83-8F68-4D2E-845B-7461D8277057	1	4377	67	90	4	1	50.192833	157.459875	2018-05-12 22:40:21.033
188	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192925	157.459853	2018-05-12 22:40:31.033
189	F3238A83-8F68-4D2E-845B-7461D8277057	1	6220	68	90	3	1	50.192893	157.459765	2018-05-12 22:40:41.033
190	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192930	157.459770	2018-05-12 22:40:51.033
191	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192981	157.459746	2018-05-12 22:41:01.033
192	F3238A83-8F68-4D2E-845B-7461D8277057	1	4443	68	90	4	1	50.192883	157.459745	2018-05-12 22:41:11.033
193	F3238A83-8F68-4D2E-845B-7461D8277057	1	4645	79	80	5	1	50.192785	157.459781	2018-05-12 22:41:21.033
194	F3238A83-8F68-4D2E-845B-7461D8277057	1	4965	76	80	4	1	50.192765	157.459873	2018-05-12 22:41:31.033
195	F3238A83-8F68-4D2E-845B-7461D8277057	1	4586	78	80	5	1	50.192834	157.459919	2018-05-12 22:41:41.033
196	F3238A83-8F68-4D2E-845B-7461D8277057	1	4410	75	80	5	1	50.192888	157.459978	2018-05-12 22:41:51.033
197	F3238A83-8F68-4D2E-845B-7461D8277057	1	4410	75	80	5	1	50.192815	157.459940	2018-05-12 22:42:01.033
198	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	80	5	1	50.192877	157.459991	2018-05-12 22:42:11.033
199	F3238A83-8F68-4D2E-845B-7461D8277057	1	4528	77	80	5	1	50.192857	157.460000	2018-05-12 22:42:21.033
200	F3238A83-8F68-4D2E-845B-7461D8277057	1	5161	79	80	4	1	50.192887	157.460039	2018-05-12 22:42:31.033
201	F3238A83-8F68-4D2E-845B-7461D8277057	1	4586	78	80	5	1	50.192845	157.460123	2018-05-12 22:42:41.033
202	F3238A83-8F68-4D2E-845B-7461D8277057	1	4645	79	80	5	1	50.192750	157.460054	2018-05-12 22:42:51.033
203	F3238A83-8F68-4D2E-845B-7461D8277057	1	4586	78	80	5	1	50.192816	157.460018	2018-05-12 22:43:01.033
204	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	80	5	1	50.192812	157.459924	2018-05-12 22:43:11.033
205	F3238A83-8F68-4D2E-845B-7461D8277057	1	4528	77	80	5	1	50.192767	157.459857	2018-05-12 22:43:21.033
206	F3238A83-8F68-4D2E-845B-7461D8277057	1	4469	76	80	5	1	50.192798	157.459903	2018-05-12 22:43:31.033
207	F3238A83-8F68-4D2E-845B-7461D8277057	1	4528	77	80	5	1	50.192717	157.459885	2018-05-12 22:43:41.033
208	F3238A83-8F68-4D2E-845B-7461D8277057	1	4410	75	80	5	1	50.192762	157.459944	2018-05-12 22:43:51.033
209	F3238A83-8F68-4D2E-845B-7461D8277057	1	4528	77	80	5	1	50.192830	157.459997	2018-05-12 22:44:01.033
210	F3238A83-8F68-4D2E-845B-7461D8277057	1	4835	74	80	4	1	50.192884	157.460062	2018-05-12 22:44:11.033
211	F3238A83-8F68-4D2E-845B-7461D8277057	1	6586	72	80	3	1	50.192855	157.460104	2018-05-12 22:44:21.033
212	F3238A83-8F68-4D2E-845B-7461D8277057	1	4769	73	80	4	1	50.192795	157.460128	2018-05-12 22:44:31.033
213	F3238A83-8F68-4D2E-845B-7461D8277057	1	4704	72	80	4	1	50.192708	157.460065	2018-05-12 22:44:41.033
